date,balance,revenue,expense,recurring,actual_invoice,actual_income,description
2026-01-21,849882.38,27853.54,5646.77,0.0,0.0,19689.58,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹19,689.58 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-22,887247.05,40665.12,3300.46,0.0,0.0,32037.12,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹18,759.99 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹13,277.13 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-23,918406.61,37153.88,5994.31,0.0,0.0,24707.21,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹14,527.63 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Online Portal Sales (Received ₹10,179.58 for E-commerce platform order settlement from Online Portal ) [income]"
2026-01-24,924958.6,23445.41,5747.9,0.0,11145.52,10884.75,"User Transactions: -Meta Ads (Paid ₹11,145.52 for Facebook & Instagram advertising campaign to Meta Ads. Cash ) [expense], +Walk-in Store Sales (Daily) (Received ₹10,884.75 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-25,941537.43,22727.75,6148.92,0.0,0.0,18489.54,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹9,238.08 for Daily retail store sales revenue from Walk-in Store Sales) [income], +Online Portal Sales (Received ₹9,251.46 for E-commerce platform order settlement from Online Portal S) [income]"
2026-01-26,956085.49,18251.15,3703.09,0.0,0.0,11385.21,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹11,385.21 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-27,958502.83,9090.24,6672.9,0.0,0.0,0.0,Daily retail operations
2026-01-28,809797.2,5727.6,4433.23,75000.0,75000.0,0.0,"Monthly Payroll Salaries; User Transactions: -Payroll - Staff Salaries (Paid ₹75,000.00 for Monthly staff salary disbursement to Payroll - Staff Salarie) [expense]"
2026-01-29,835654.68,30215.1,4357.62,0.0,0.0,24317.14,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹24,317.14 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-30,842993.49,13078.55,5739.75,0.0,0.0,0.0,Daily retail operations
2026-01-31,869893.14,32189.84,5290.19,0.0,0.0,20769.35,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹20,769.35 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-01,823429.51,19784.73,6248.36,30000.0,30000.0,13567.32,"Monthly Office Rent; User Transactions: -Commercial Realty Trust (Paid ₹30,000.00 for Monthly office and store lease rent to Commercial Realty Tru) [expense], +Online Portal Sales (Received ₹13,567.32 for E-commerce platform order settlement from Online Portal ) [income]"
2026-02-02,826791.39,7882.84,3176.44,0.0,1344.52,0.0,"User Transactions: -Mineral Water Suppliers (Paid ₹1,344.52 for Monthly drinking water supply for office to Mineral Water Sup) [expense]"
2026-02-03,829740.35,8567.17,5618.22,0.0,0.0,0.0,Daily retail operations
2026-02-04,848996.53,25945.38,6689.2,0.0,0.0,15759.85,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹15,759.85 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-05,868120.01,24486.76,5363.28,0.0,0.0,11931.45,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹11,931.45 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-06,898938.53,34821.0,4002.49,0.0,0.0,20642.14,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹20,642.14 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-07,917587.03,26019.75,7371.24,0.0,0.0,13328.91,"User Transactions: +Online Portal Sales (Received ₹13,328.91 for E-commerce platform order settlement from Online Portal ) [income]"
2026-02-08,921047.62,9223.59,5763.0,0.0,0.0,0.0,Daily retail operations
2026-02-09,869966.37,10150.0,7074.61,0.0,54156.64,0.0,"User Transactions: -ABC Traders (Paid ₹54,156.64 for Inventory restocking - general merchandise to ABC Traders. C) [expense]"
2026-02-10,867349.79,19360.99,3899.92,8000.0,10077.65,11986.39,"Monthly Utilities; User Transactions: -Tamil Nadu Electricity Board (TNEB) (Paid ₹10,077.65 for Commercial electricity bill to Tamil Nadu Electricity Board ) [expense], +Walk-in Store Sales (Daily) (Received ₹11,986.39 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-11,860269.93,20960.9,5711.67,0.0,22329.09,13435.06,"User Transactions: -Google Ads (Paid ₹22,329.09 for Search engine keyword marketing campaign to Google Ads. Cash) [expense], +Walk-in Store Sales (Daily) (Received ₹13,435.06 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-12,843999.07,6246.12,6243.11,0.0,16273.87,0.0,"User Transactions: -Airtel Broadband (Paid ₹2,499.00 for Business internet and landline to Airtel Broadband. Cash bala) [expense], -CloudHost Technologies Pvt Ltd (Paid ₹4,381.26 for Monthly cloud hosting subscription to CloudHost Technologies ) [expense], -Local Print Media (Paid ₹9,393.61 for Promotional pamphlets and newspaper inserts to Local Print Me) [expense]"
2026-02-13,866139.75,28147.14,6006.46,0.0,0.0,14048.38,"User Transactions: +Online Portal Sales (Received ₹14,048.38 for E-commerce platform order settlement from Online Portal ) [income]"
2026-02-14,997926.71,136125.48,4338.52,0.0,0.0,120759.94,"User Transactions: +Apex Enterprises (Client) (Received ₹120,759.94 for Wholesale goods dispatch payment from corporate client ) [income]"
2026-02-15,1006817.29,15029.23,6138.65,0.0,0.0,9317.22,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹9,317.22 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2026-02-16,1027611.14,26285.43,5491.58,0.0,0.0,15651.19,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹15,651.19 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-17,984735.26,47724.63,4969.12,0.0,85631.39,40048.76,"User Transactions: -Metro Cash & Carry (Paid ₹85,631.39 for Bulk FMCG and grocery inventory purchase to Metro Cash & Car) [expense], +Walk-in Store Sales (Daily) (Received ₹24,794.17 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹15,254.59 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-18,1008444.8,32152.28,8442.74,0.0,0.0,24950.35,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹15,580.53 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹9,369.82 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2026-02-19,1025705.95,21654.95,4393.81,0.0,0.0,14460.62,"User Transactions: +Online Portal Sales (Received ₹14,460.62 for E-commerce platform order settlement from Online Portal ) [income]"
2026-02-20,1069055.44,51752.94,5603.44,0.0,2800.0,35249.18,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹13,394.07 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹21,855.11 for Daily retail store sales revenue from Walk-in Store Sale) [income], -Customer Return - Retail (Received ₹2,800.00 for Refund issued to walk-in customer for defective product f) [return_out]"
2026-02-21,1093740.33,37597.78,4359.25,0.0,8553.64,24781.47,"User Transactions: -Sharma Logistics & Freight (Paid ₹8,553.64 for Freight and delivery charges to Sharma Logistics & Freight. C) [expense], +Walk-in Store Sales (Daily) (Received ₹12,714.29 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹12,067.18 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-22,1099330.1,9889.14,4299.38,0.0,0.0,0.0,Daily retail operations
2026-02-23,1111607.82,17561.33,5283.61,0.0,0.0,10597.69,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹10,597.69 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-24,1061127.54,6670.31,5875.0,0.0,51275.59,0.0,"User Transactions: -ABC Traders (Paid ₹51,275.59 for Inventory restocking - general merchandise to ABC Traders. C) [expense]"
2026-02-25,1116976.45,61828.75,5979.83,0.0,0.0,52219.42,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹23,154.24 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹12,203.08 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹16,862.10 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-26,1133104.02,21195.47,5067.9,0.0,0.0,15898.94,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹15,898.94 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-02-27,1142598.87,14309.97,4815.13,0.0,0.0,0.0,Daily retail operations
2026-02-28,999866.17,12772.78,5505.48,75000.0,75000.0,0.0,"Monthly Payroll Salaries; User Transactions: -Payroll - Staff Salaries (Paid ₹75,000.00 for Monthly staff salary disbursement to Payroll - Staff Salarie) [expense]"
2026-03-01,955347.55,20682.16,5200.78,30000.0,30000.0,12490.24,"Monthly Office Rent; User Transactions: -Commercial Realty Trust (Paid ₹30,000.00 for Monthly office and store lease rent to Commercial Realty Tru) [expense], +Online Portal Sales (Received ₹12,490.24 for E-commerce platform order settlement from Online Portal ) [income]"
2026-03-02,976929.03,27702.08,6120.61,0.0,0.0,14999.08,"User Transactions: +Online Portal Sales (Received ₹14,999.08 for E-commerce platform order settlement from Online Portal ) [income]"
2026-03-03,999928.76,27892.01,4892.28,0.0,0.0,18926.74,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹18,926.74 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-04,1002076.8,6988.78,4840.73,0.0,0.0,0.0,Daily retail operations
2026-03-05,1027317.43,29986.15,4745.52,0.0,0.0,22736.47,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹22,736.47 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-06,1047358.23,25198.41,5157.61,0.0,0.0,8854.84,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹8,854.84 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2026-03-07,1054414.09,12321.53,5265.68,0.0,0.0,0.0,Daily retail operations
2026-03-08,1057407.06,8339.59,5346.61,0.0,0.0,0.0,Daily retail operations
2026-03-09,1053569.67,6085.86,5659.41,0.0,4263.84,0.0,"User Transactions: -CloudHost Technologies Pvt Ltd (Paid ₹4,263.84 for Monthly cloud hosting subscription to CloudHost Technologies ) [expense]"
2026-03-10,1041277.11,10827.29,5251.4,8000.0,9868.45,0.0,"Monthly Utilities; User Transactions: -Tamil Nadu Electricity Board (TNEB) (Paid ₹9,868.45 for Commercial electricity bill to Tamil Nadu Electricity Board () [expense]"
2026-03-11,1042800.34,7026.46,5503.22,0.0,0.0,0.0,Daily retail operations
2026-03-12,1046425.86,10926.17,4801.65,0.0,2499.0,0.0,"User Transactions: -Airtel Broadband (Paid ₹2,499.00 for Business internet and landline to Airtel Broadband. Cash bala) [expense]"
2026-03-13,1100857.99,58589.79,4157.66,0.0,0.0,43387.86,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹16,108.66 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹13,714.20 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹13,565.00 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-14,1141906.74,47147.07,6098.32,0.0,0.0,33405.66,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹17,149.75 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹16,255.91 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-15,1120053.15,28556.43,5410.01,0.0,45000.0,23632.21,"User Transactions: -ABC Traders (Paid ₹45,000.00 for General merchandise - inventory restock to ABC Traders. Cash) [expense], +Walk-in Store Sales (Daily) (Received ₹23,632.21 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-16,1136000.38,20810.43,4863.21,0.0,0.0,11730.17,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹11,730.17 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-17,1140155.2,8987.07,4832.25,0.0,0.0,0.0,Daily retail operations
2026-03-18,1144047.74,9192.9,5300.36,0.0,0.0,0.0,Daily retail operations
2026-03-19,1165996.04,26374.12,4425.82,0.0,0.0,19271.0,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹19,271.00 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-20,1210615.02,50133.06,5514.08,0.0,0.0,40342.89,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹23,262.79 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹17,080.10 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-21,1217424.65,12114.29,5304.66,0.0,0.0,0.0,Daily retail operations
2026-03-22,1234823.65,30802.83,3486.92,0.0,9916.91,21568.42,"User Transactions: -Sharma Logistics & Freight (Paid ₹8,326.98 for Freight and delivery charges to Sharma Logistics & Freight. C) [expense], -Mineral Water Suppliers (Paid ₹1,589.93 for Monthly drinking water supply for office to Mineral Water Sup) [expense], +Walk-in Store Sales (Daily) (Received ₹21,568.42 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-23,1239455.48,10412.84,5781.0,0.0,0.0,0.0,Daily retail operations
2026-03-24,1207145.77,36730.55,4740.74,0.0,64299.52,28090.01,"User Transactions: -Metro Cash & Carry (Paid ₹64,299.52 for Bulk FMCG and grocery inventory purchase to Metro Cash & Car) [expense], +Walk-in Store Sales (Daily) (Received ₹17,284.25 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹10,805.76 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-25,1213384.01,21804.14,3836.96,0.0,11728.94,14629.77,"User Transactions: -Package Craft India (Paid ₹11,728.94 for Custom printed bags and shipping boxes to Package Craft Indi) [expense], +Walk-in Store Sales (Daily) (Received ₹14,629.77 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-26,1212611.32,5297.62,6070.31,0.0,0.0,0.0,Daily retail operations
2026-03-27,1242560.27,34418.89,4469.94,0.0,0.0,15034.71,"User Transactions: +Online Portal Sales (Received ₹9,215.65 for E-commerce platform order settlement from Online Portal S) [income], +Online Portal Sales (Received ₹5,819.06 for E-commerce platform order settlement from Online Portal S) [income]"
2026-03-28,1099424.78,12188.72,5324.21,75000.0,75000.0,0.0,"Monthly Payroll Salaries; User Transactions: -Payroll - Staff Salaries (Paid ₹75,000.00 for Monthly staff salary disbursement to Payroll - Staff Salarie) [expense]"
2026-03-29,1181830.83,89223.91,6817.86,0.0,0.0,79373.37,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹24,208.32 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Star Retailers (Client) (Received ₹55,165.05 for Wholesale order invoice payment from retail chain from S) [income]"
2026-03-30,1196914.42,20386.95,5303.36,0.0,0.0,14698.34,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹14,698.34 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-03-31,1216784.46,25127.09,5257.05,0.0,0.0,13979.9,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹13,979.90 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-01,1205529.78,53278.95,4533.63,30000.0,30000.0,47934.48,"Monthly Office Rent; User Transactions: -Commercial Realty Trust (Paid ₹30,000.00 for Monthly office and store lease rent to Commercial Realty Tru) [expense], +Walk-in Store Sales (Daily) (Received ₹24,143.40 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹23,791.08 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-02,1206032.25,4909.05,4406.57,0.0,0.0,0.0,Daily retail operations
2026-04-03,1217877.51,16701.72,4856.47,0.0,0.0,0.0,Daily retail operations
2026-04-04,1242805.84,30939.83,4416.11,0.0,1595.39,17587.48,"User Transactions: -Mineral Water Suppliers (Paid ₹1,595.39 for Monthly drinking water supply for office to Mineral Water Sup) [expense], +Walk-in Store Sales (Daily) (Received ₹17,587.48 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-05,1259966.64,22170.24,5009.43,0.0,0.0,16050.54,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹16,050.54 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-06,1279945.19,24760.8,4782.25,0.0,0.0,18300.18,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹18,300.18 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-07,1319880.66,44305.51,4370.04,0.0,0.0,38172.47,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹22,266.89 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹15,905.58 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-08,1288353.79,6620.86,6406.82,0.0,31740.92,0.0,"User Transactions: -ABC Traders (Paid ₹31,740.92 for Inventory restocking - general merchandise to ABC Traders. C) [expense]"
2026-04-09,1312128.43,29892.24,6117.59,0.0,0.0,21037.27,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹21,037.27 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-10,1298620.4,25674.59,5559.99,8000.0,25622.63,15337.68,"Monthly Utilities; User Transactions: -Tamil Nadu Electricity Board (TNEB) (Paid ₹10,622.63 for Commercial electricity bill to Tamil Nadu Electricity Board ) [expense], -Kothari & Associates (Paid ₹15,000.00 for GST return filing and auditor compliance review to Kothari &) [expense], +Walk-in Store Sales (Daily) (Received ₹9,837.68 for Daily retail store sales revenue from Walk-in Store Sales) [income], +ABC Traders (Vendor Refund) (Received ₹5,500.00 for Partial refund for damaged goods in last shipment from AB) [return_in]"
2026-04-11,1312443.5,17807.64,3984.53,0.0,0.0,0.0,Daily retail operations
2026-04-12,1324368.98,21584.82,7160.35,0.0,2499.0,10327.45,"User Transactions: -Airtel Broadband (Paid ₹2,499.00 for Business internet and landline to Airtel Broadband. Cash bala) [expense], +Online Portal Sales (Received ₹10,327.45 for E-commerce platform order settlement from Online Portal ) [income]"
2026-04-13,1343020.88,24086.37,5434.46,0.0,0.0,14743.13,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹14,743.13 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-14,1345975.15,7256.24,4301.97,0.0,0.0,0.0,Daily retail operations
2026-04-15,1352508.96,10989.85,4456.05,0.0,0.0,0.0,Daily retail operations
2026-04-16,1336642.0,5608.67,5525.76,0.0,15949.87,0.0,"User Transactions: -Meta Ads (Paid ₹12,142.37 for Facebook & Instagram advertising campaign to Meta Ads. Cash ) [expense], -HDFC Bank (Paid ₹3,807.50 for Bank account maintenance and POS charges to HDFC Bank. Cash b) [expense]"
2026-04-17,1316789.17,26127.26,7435.51,0.0,38544.58,11475.43,"User Transactions: -ABC Traders (Paid ₹38,544.58 for Inventory restocking - general merchandise to ABC Traders. C) [expense], +Online Portal Sales (Received ₹11,475.43 for E-commerce platform order settlement from Online Portal ) [income]"
2026-04-18,1322405.92,11013.57,5396.81,0.0,0.0,0.0,Daily retail operations
2026-04-19,1308750.09,59813.95,5773.71,0.0,67696.08,52081.7,"User Transactions: -Metro Cash & Carry (Paid ₹67,696.08 for Bulk FMCG and grocery inventory purchase to Metro Cash & Car) [expense], +Walk-in Store Sales (Daily) (Received ₹19,514.90 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹19,740.45 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Online Portal Sales (Received ₹12,826.35 for E-commerce platform order settlement from Online Portal ) [income]"
2026-04-20,1321512.46,18759.49,5997.12,0.0,0.0,10590.5,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹10,590.50 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-21,1356402.17,39798.17,4908.47,0.0,0.0,29979.34,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹9,166.51 for Daily retail store sales revenue from Walk-in Store Sales) [income], +Walk-in Store Sales (Daily) (Received ₹8,684.39 for Daily retail store sales revenue from Walk-in Store Sales) [income], +Walk-in Store Sales (Daily) (Received ₹12,128.44 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-22,1366650.33,15848.0,5599.83,0.0,0.0,8705.71,"User Transactions: +Online Portal Sales (Received ₹8,705.71 for E-commerce platform order settlement from Online Portal S) [income]"
2026-04-23,1388905.15,38113.31,6440.78,0.0,9417.72,32503.79,"User Transactions: -Sharma Logistics & Freight (Paid ₹9,417.72 for Freight and delivery charges to Sharma Logistics & Freight. C) [expense], +Walk-in Store Sales (Daily) (Received ₹11,371.61 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹21,132.18 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-24,1421693.56,36712.94,3924.53,0.0,0.0,20212.07,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹20,212.07 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-25,1454111.25,37152.58,4734.89,0.0,0.0,21928.12,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹21,928.12 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-04-26,1454254.11,4922.04,4779.18,0.0,0.0,0.0,Daily retail operations
2026-04-27,1460592.25,10466.33,4128.19,0.0,0.0,0.0,Daily retail operations
2026-04-28,1319419.31,11722.69,2895.63,75000.0,75000.0,0.0,"Monthly Payroll Salaries; User Transactions: -Payroll - Staff Salaries (Paid ₹75,000.00 for Monthly staff salary disbursement to Payroll - Staff Salarie) [expense]"
2026-04-29,1319196.45,7822.72,4029.87,0.0,4015.71,0.0,"User Transactions: -CloudHost Technologies Pvt Ltd (Paid ₹4,015.71 for Monthly cloud hosting subscription to CloudHost Technologies ) [expense]"
2026-04-30,1295682.37,10547.18,5825.51,0.0,28235.75,0.0,"User Transactions: -Google Ads (Paid ₹28,235.75 for Search engine keyword marketing campaign to Google Ads. Cash) [expense]"
2026-05-01,1303316.57,71296.93,3662.73,30000.0,30000.0,60665.09,"Monthly Office Rent; User Transactions: -Commercial Realty Trust (Paid ₹30,000.00 for Monthly office and store lease rent to Commercial Realty Tru) [expense], +Star Retailers (Client) (Received ₹60,665.09 for Wholesale order invoice payment from retail chain from S) [income]"
2026-05-02,1310004.76,13411.74,6723.55,0.0,0.0,0.0,Daily retail operations
2026-05-03,1310530.22,6966.14,4684.85,0.0,1755.82,0.0,"User Transactions: -Mineral Water Suppliers (Paid ₹1,755.82 for Monthly drinking water supply for office to Mineral Water Sup) [expense]"
2026-05-04,1327066.04,21844.21,5308.39,0.0,0.0,15369.9,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹15,369.90 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-05-05,1346005.48,23584.76,4645.33,0.0,0.0,15403.28,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹15,403.28 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-05-06,1349441.39,9510.89,6074.98,0.0,0.0,0.0,Daily retail operations
2026-05-07,1356259.75,11517.71,4699.35,0.0,0.0,0.0,Daily retail operations
2026-05-08,1387194.13,36828.84,5894.47,0.0,0.0,24106.84,"User Transactions: +Online Portal Sales (Received ₹12,200.75 for E-commerce platform order settlement from Online Portal ) [income], +Online Portal Sales (Received ₹11,906.09 for E-commerce platform order settlement from Online Portal ) [income]"
2026-05-09,1399174.78,16877.9,4897.25,0.0,0.0,0.0,Daily retail operations
2026-05-10,1391124.11,12852.49,5098.86,8000.0,7804.29,0.0,"Monthly Utilities; User Transactions: -Tamil Nadu Electricity Board (TNEB) (Paid ₹7,804.29 for Commercial electricity bill to Tamil Nadu Electricity Board () [expense]"
2026-05-11,1404805.96,17562.27,3880.42,0.0,0.0,8487.9,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹8,487.90 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2026-05-12,1427009.92,28683.59,3980.63,0.0,2499.0,18804.95,"User Transactions: -Airtel Broadband (Paid ₹2,499.00 for Business internet and landline to Airtel Broadband. Cash bala) [expense], +Walk-in Store Sales (Daily) (Received ₹18,804.95 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-05-13,1430604.37,10207.57,6613.12,0.0,0.0,0.0,Daily retail operations
2026-05-14,1438332.19,51904.85,5166.3,0.0,39010.74,44017.12,"User Transactions: -ABC Traders (Paid ₹39,010.74 for Inventory restocking - general merchandise to ABC Traders. C) [expense], +Walk-in Store Sales (Daily) (Received ₹21,979.63 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹22,037.49 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-05-15,1446973.72,14858.16,6216.62,0.0,0.0,0.0,Daily retail operations
2026-05-16,1478604.67,35795.57,4164.62,0.0,0.0,22157.8,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹11,606.04 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Online Portal Sales (Received ₹10,551.76 for E-commerce platform order settlement from Online Portal ) [income]"
2026-05-17,1481053.49,7182.88,4734.06,0.0,0.0,0.0,Daily retail operations
2026-05-18,1483801.34,9960.98,2988.82,0.0,4224.31,0.0,"User Transactions: -CloudHost Technologies Pvt Ltd (Paid ₹4,224.31 for Monthly cloud hosting subscription to CloudHost Technologies ) [expense]"
2026-05-19,1498567.83,18204.86,3438.38,0.0,0.0,12562.72,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹12,562.72 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-05-20,1670010.13,176734.43,5292.12,0.0,0.0,169477.58,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹19,359.20 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Apex Enterprises (Client) (Received ₹150,118.38 for Wholesale goods dispatch payment from corporate client ) [income]"
2026-05-21,1646676.75,30856.29,5269.51,0.0,48920.17,24709.82,"User Transactions: -Metro Cash & Carry (Paid ₹44,920.89 for Bulk FMCG and grocery inventory purchase to Metro Cash & Car) [expense], -HDFC Bank (Paid ₹3,999.28 for Bank account maintenance and POS charges to HDFC Bank. Cash b) [expense], +Walk-in Store Sales (Daily) (Received ₹12,591.40 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Online Portal Sales (Received ₹12,118.42 for E-commerce platform order settlement from Online Portal ) [income]"
2026-05-22,1652929.16,11249.74,4997.32,0.0,0.0,0.0,Daily retail operations
2026-05-23,1660534.45,12588.09,4982.79,0.0,0.0,0.0,Daily retail operations
2026-05-24,1654755.66,27078.93,6232.58,0.0,26625.14,16869.69,"User Transactions: -ABC Traders (Paid ₹26,625.14 for Inventory restocking - general merchandise to ABC Traders. C) [expense], +Walk-in Store Sales (Daily) (Received ₹16,869.69 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-05-25,1691897.41,41861.83,4720.08,0.0,0.0,32119.5,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹16,219.46 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹15,900.04 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
